age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21,Private,261529,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,288,136,91,United-States,<=50K
51,Private,159360,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,116,0,8,United-States,<=50K
34,Never-worked,322732,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,4054,2,8,United-States,>50K
25,Private,228023,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,698,10,60,United-States,<=50K
74,State-gov,177157,Bachelors,13,Married-civ-spouse,Sales,Own-child,White,Male,3,9,72,United-States,<=50K
33,Private,21251,11th,7,Married-civ-spouse,Tech-support,Other-relative,White,Male,506,9,34,United-States,<=50K
23,Private,112420,Bachelors,13,Separated,Tech-support,Own-child,White,Male,832,55,16,United-States,<=50K
62,Self-emp-not-inc,166646,Assoc-acdm,12,Divorced,Exec-managerial,Husband,White,Male,9417,30,13,United-States,>50K
29,Private,281767,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,1482,240,87,United-States,>50K
56,Federal-gov,227544,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,458,12,76,United-States,>50K
58,Without-pay,326859,11th,7,Never-married,Tech-support,Wife,White,Male,815,18,91,United-States,<=50K
25,Private,278267,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,801,207,22,Puerto-Rico,<=50K
66,Private,275205,Some-college,10,Never-married,Prof-specialty,Husband,White,Female,39,89,96,United-States,<=50K
43,Private,116393,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,290,31,27,United-States,<=50K
82,Without-pay,264216,HS-grad,9,Never-married,Sales,Husband,White,Female,2376,40,64,Mexico,>50K
21,Private,374179,Some-college,10,Married-civ-spouse,Tech-support,Unmarried,Other,Female,256,92,2,United-States,<=50K
45,Private,311239,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,524,32,97,United-States,<=50K
53,Private,200690,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,863,11,26,United-States,<=50K
54,Local-gov,431667,Bachelors,13,Separated,Adm-clerical,Own-child,White,Male,2835,88,92,United-States,>50K
24,Private,354041,HS-grad,9,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,1746,38,83,United-States,<=50K
81,Self-emp-not-inc,91443,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2335,8,69,United-States,>50K
33,Without-pay,390149,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,1674,35,97,United-States,>50K
87,Private,306958,Some-college,10,Married-civ-spouse,Other-service,Own-child,White,Female,2301,26,84,United-States,>50K
61,Private,95141,Masters,14,Never-married,Sales,Unmarried,White,Female,5,104,30,United-States,<=50K
20,Never-worked,217940,Bachelors,13,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Female,5344,6,8,United-States,>50K
52,Private,178904,Assoc-acdm,12,Divorced,Sales,Wife,White,Male,235,104,38,United-States,<=50K
86,State-gov,498228,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,1042,35,61,United-States,>50K
47,Private,150517,Some-college,10,Never-married,Craft-repair,Husband,Black,Male,2948,25,81,India,>50K
35,Private,174562,Bachelors,13,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,1142,8,65,United-States,<=50K
77,Federal-gov,39767,HS-grad,9,Never-married,Sales,Husband,White,Male,5868,60,67,United-States,>50K
70,Private,56057,Some-college,10,Never-married,Exec-managerial,Husband,White,Female,1260,130,46,United-States,>50K
55,Private,221818,Assoc-voc,11,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,4157,23,90,India,>50K
35,Private,230767,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,3330,13,95,United-States,>50K
55,Private,476316,Assoc-voc,11,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Female,7925,40,72,United-States,>50K
83,Private,182115,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,5222,79,43,Cuba,>50K
61,Private,358899,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,4567,0,59,Cuba,>50K
29,Never-worked,300090,11th,7,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,2630,49,46,United-States,>50K
74,Private,177659,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,914,45,72,United-States,>50K
36,Self-emp-not-inc,275508,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,224,19,35,United-States,<=50K
88,Private,473070,Bachelors,13,Never-married,Sales,Husband,White,Male,2333,30,39,India,>50K
77,Local-gov,197160,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7693,14,92,United-States,>50K
55,Private,87015,Bachelors,13,Divorced,Farming-fishing,Unmarried,White,Male,2593,78,51,Puerto-Rico,>50K
17,Never-worked,148470,Masters,14,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,5282,50,4,United-States,>50K
19,Private,405668,Bachelors,13,Never-married,Handlers-cleaners,Husband,White,Female,3262,38,80,United-States,>50K
78,Private,359352,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,356,24,77,United-States,>50K
79,Private,395352,HS-grad,9,Never-married,Farming-fishing,Husband,Black,Female,573,17,84,United-States,<=50K
41,Private,436409,Some-college,10,Never-married,Farming-fishing,Wife,White,Female,836,86,51,United-States,>50K
72,Private,482617,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,368,30,5,United-States,<=50K
49,Private,35345,Doctorate,16,Separated,Farming-fishing,Not-in-family,White,Female,1742,34,55,United-States,<=50K
54,State-gov,358039,Some-college,10,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,7414,36,20,United-States,>50K
22,Private,215407,HS-grad,9,Never-married,Prof-specialty,Husband,White,Female,2866,29,24,United-States,>50K
74,Private,462412,HS-grad,9,Never-married,Machine-op-inspct,Wife,White,Male,1101,14,36,United-States,<=50K
60,Private,164125,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,9,6,34,United-States,<=50K
61,Self-emp-not-inc,266624,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,751,5,54,United-States,>50K
48,Private,139022,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,1496,70,34,United-States,>50K
61,Private,486436,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,783,12,83,India,>50K
77,Private,408231,Some-college,10,Married-AF-spouse,Craft-repair,Husband,White,Female,235,2,17,United-States,<=50K
63,Local-gov,238273,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,1169,79,5,United-States,>50K
37,Self-emp-not-inc,411873,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Male,584,8,89,United-States,<=50K
52,Private,323260,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Female,4798,49,18,United-States,>50K
35,State-gov,163023,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,214,20,55,United-States,<=50K
36,Local-gov,369743,HS-grad,9,Married-AF-spouse,Farming-fishing,Husband,White,Female,100,6,53,Canada,<=50K
73,Private,239351,10th,6,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,10,26,50,India,<=50K
34,State-gov,298665,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,795,0,72,United-States,<=50K
63,Private,326575,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2159,91,91,United-States,>50K
65,Private,282875,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,2621,36,79,United-States,>50K
30,Private,159816,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,1207,7,45,United-States,>50K
31,Private,335238,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,2306,13,13,United-States,>50K
47,Private,290567,Some-college,10,Never-married,Handlers-cleaners,Husband,White,Male,892,29,16,United-States,<=50K
17,Never-worked,386756,10th,6,Divorced,Tech-support,Not-in-family,White,Male,2204,10,86,United-States,<=50K
70,Private,420784,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,82,15,84,Germany,<=50K
19,Private,450627,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,991,38,13,United-States,<=50K
32,Private,13934,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3129,89,20,United-States,>50K
73,Never-worked,86945,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,3249,25,66,United-States,>50K
28,Private,261554,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,2518,63,47,India,>50K
32,Private,402587,HS-grad,9,Never-married,Prof-specialty,Husband,White,Female,456,104,19,United-States,<=50K
88,Private,106946,Masters,14,Never-married,Craft-repair,Not-in-family,White,Female,567,12,45,United-States,<=50K
40,Private,106344,Some-college,10,Married-civ-spouse,Other-service,Other-relative,White,Male,11087,82,37,United-States,>50K
44,Never-worked,149244,HS-grad,9,Never-married,Handlers-cleaners,Husband,White,Male,218,70,54,United-States,<=50K
24,Never-worked,37358,11th,7,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Female,398,22,6,United-States,<=50K
52,Private,207385,HS-grad,9,Divorced,Prof-specialty,Wife,White,Female,278,227,14,United-States,<=50K
24,Never-worked,139774,11th,7,Never-married,Exec-managerial,Not-in-family,Other,Female,793,15,4,United-States,<=50K
74,Private,291907,Some-college,10,Never-married,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,471,14,86,United-States,<=50K
76,State-gov,451889,Prof-school,15,Divorced,Tech-support,Own-child,White,Male,1377,73,55,Puerto-Rico,>50K
66,Private,499922,Bachelors,13,Divorced,Farming-fishing,Own-child,White,Female,1292,28,34,United-States,>50K
44,Private,95997,Assoc-voc,11,Married-AF-spouse,Sales,Wife,White,Male,4635,20,27,United-States,>50K
57,Private,251830,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,70,9,7,United-States,<=50K
80,Self-emp-not-inc,340119,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,770,72,3,United-States,<=50K
43,Private,148876,10th,6,Never-married,Tech-support,Husband,White,Male,1815,77,47,United-States,>50K
79,Private,450810,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,1856,41,97,Germany,>50K
33,Private,219820,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,1308,157,2,India,<=50K
89,Self-emp-not-inc,97189,Some-college,10,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,3382,19,80,United-States,>50K
49,Private,97507,Some-college,10,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Female,129,12,25,United-States,<=50K
45,Self-emp-not-inc,339669,HS-grad,9,Separated,Prof-specialty,Own-child,White,Male,3380,56,60,United-States,>50K
29,Never-worked,476620,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,1365,71,79,United-States,<=50K
62,Private,109248,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,287,12,24,United-States,<=50K
51,Self-emp-not-inc,34604,Masters,14,Married-civ-spouse,Handlers-cleaners,Other-relative,Black,Male,4337,3,15,United-States,>50K
22,Private,388729,Assoc-voc,11,Married-AF-spouse,Adm-clerical,Own-child,Other,Male,2095,83,95,Puerto-Rico,>50K
85,State-gov,425351,Some-college,10,Married-spouse-absent,Exec-managerial,Wife,Black,Female,357,187,14,United-States,<=50K
63,Private,499296,Some-college,10,Never-married,Handlers-cleaners,Wife,White,Male,68,51,54,United-States,<=50K
41,Self-emp-not-inc,178990,HS-grad,9,Never-married,Handlers-cleaners,Husband,White,Female,304,16,78,Mexico,<=50K
82,State-gov,139716,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,1877,285,6,United-States,>50K
26,Never-worked,191921,HS-grad,9,Divorced,Handlers-cleaners,Wife,White,Female,395,111,78,United-States,<=50K
72,Self-emp-not-inc,171919,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,511,36,81,United-States,<=50K
46,Private,446990,HS-grad,9,Divorced,Adm-clerical,Husband,White,Male,50,87,18,United-States,<=50K
21,Private,463925,10th,6,Never-married,Farming-fishing,Wife,White,Female,2566,84,20,Puerto-Rico,>50K
49,State-gov,20680,Bachelors,13,Never-married,Prof-specialty,Husband,White,Female,3325,136,62,Germany,>50K
81,Private,123508,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,3187,91,81,Canada,>50K
34,Private,105619,Bachelors,13,Widowed,Handlers-cleaners,Husband,White,Female,272,51,80,India,<=50K
65,Never-worked,65037,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,4672,46,40,United-States,>50K
27,Self-emp-not-inc,109969,Some-college,10,Divorced,Farming-fishing,Husband,White,Female,2231,31,39,Philippines,>50K
42,Self-emp-not-inc,121115,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,4556,49,52,Cuba,>50K
79,Private,68914,Some-college,10,Never-married,Farming-fishing,Unmarried,White,Male,1185,79,32,United-States,>50K
75,Self-emp-not-inc,167381,Some-college,10,Never-married,Handlers-cleaners,Husband,White,Female,1148,173,73,United-States,<=50K
43,Private,117255,10th,6,Married-civ-spouse,Farming-fishing,Not-in-family,Other,Female,3069,31,27,United-States,>50K
65,Self-emp-not-inc,20349,Prof-school,15,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,195,42,52,United-States,>50K
49,Private,478295,Bachelors,13,Never-married,Other-service,Wife,Other,Female,1471,29,97,United-States,<=50K
17,Self-emp-not-inc,464036,Bachelors,13,Divorced,Other-service,Wife,White,Female,3620,55,63,Canada,>50K
37,Never-worked,216068,Bachelors,13,Married-civ-spouse,Farming-fishing,Own-child,White,Female,3546,49,74,Germany,>50K
71,Private,437769,HS-grad,9,Never-married,Other-service,Husband,White,Female,6253,0,63,United-States,>50K
22,Never-worked,38525,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Male,2396,38,17,United-States,>50K
85,Private,278092,HS-grad,9,Never-married,Prof-specialty,Husband,White,Female,465,4,49,India,<=50K
21,Federal-gov,24498,Some-college,10,Never-married,Other-service,Husband,White,Female,40,1,81,United-States,<=50K
19,Local-gov,422207,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Female,1305,78,82,United-States,>50K
69,Private,231582,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,1441,14,23,United-States,>50K
39,Local-gov,69790,10th,6,Never-married,Machine-op-inspct,Husband,White,Male,549,20,98,Philippines,<=50K
69,Federal-gov,410876,11th,7,Never-married,Handlers-cleaners,Husband,White,Female,266,3,72,Germany,<=50K
53,Private,36245,Masters,14,Never-married,Farming-fishing,Not-in-family,White,Male,1764,9,13,United-States,>50K
33,Private,141310,Some-college,10,Never-married,Sales,Other-relative,White,Male,2890,72,23,United-States,>50K
89,Self-emp-not-inc,423136,Assoc-acdm,12,Never-married,Sales,Husband,White,Female,9968,34,57,Germany,>50K
17,Local-gov,56659,HS-grad,9,Widowed,Other-service,Husband,White,Male,2840,106,62,United-States,>50K
67,Local-gov,398127,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Male,3156,25,54,United-States,>50K
61,Local-gov,84874,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,1916,15,20,United-States,>50K
20,Private,314661,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,8526,21,86,United-States,>50K
78,State-gov,136618,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Female,2043,62,52,United-States,>50K
81,Private,85885,Assoc-acdm,12,Divorced,Other-service,Wife,White,Male,3935,40,23,United-States,>50K
48,Private,56350,11th,7,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,5829,117,35,Germany,>50K
50,Private,349323,HS-grad,9,Separated,Exec-managerial,Wife,White,Female,5314,46,67,United-States,>50K
88,Private,264251,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,960,33,34,Philippines,>50K
55,Private,431490,10th,6,Divorced,Handlers-cleaners,Unmarried,White,Female,163,77,33,Mexico,<=50K
42,Private,317157,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,377,147,46,United-States,<=50K
50,Self-emp-not-inc,247275,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,122,21,81,United-States,<=50K
70,Private,49913,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,222,14,45,United-States,<=50K
19,Private,245237,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,408,47,19,United-States,<=50K
66,Private,317963,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,834,34,94,United-States,>50K
28,Private,92168,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,1568,226,87,United-States,<=50K
81,Private,364824,Masters,14,Never-married,Tech-support,Husband,White,Male,2487,31,15,United-States,>50K
70,Private,481073,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,473,3,78,United-States,<=50K
21,Private,366936,Some-college,10,Never-married,Tech-support,Husband,White,Female,2232,189,66,Philippines,<=50K
73,Self-emp-not-inc,205982,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Female,2436,92,39,United-States,>50K
33,Private,164557,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,1635,9,18,United-States,>50K
63,Private,406076,Assoc-acdm,12,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,4678,117,70,United-States,>50K
39,Private,59875,10th,6,Married-civ-spouse,Tech-support,Wife,White,Female,235,20,59,India,<=50K
30,State-gov,155991,Some-college,10,Never-married,Adm-clerical,Wife,Other,Female,389,23,32,United-States,<=50K
82,Private,346091,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,White,Male,1119,118,21,United-States,<=50K
67,Private,19586,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,270,37,40,United-States,<=50K
54,Private,61986,Bachelors,13,Married-AF-spouse,Tech-support,Husband,White,Male,1670,7,92,United-States,>50K
80,Private,361992,11th,7,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,1016,23,27,India,>50K
54,Private,295199,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,669,64,2,United-States,<=50K
66,Private,438106,HS-grad,9,Never-married,Sales,Husband,White,Female,372,9,97,United-States,<=50K
46,Private,466297,Assoc-acdm,12,Widowed,Adm-clerical,Husband,Black,Male,816,44,80,United-States,<=50K
67,Private,38807,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,1872,59,39,Philippines,>50K
79,Private,226992,Assoc-acdm,12,Never-married,Prof-specialty,Husband,White,Male,1715,21,86,United-States,>50K
68,Local-gov,319321,Doctorate,16,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,357,59,56,Germany,<=50K
54,State-gov,497677,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,266,107,13,United-States,<=50K
46,Self-emp-not-inc,78625,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,54,31,56,United-States,<=50K
67,Never-worked,417458,Some-college,10,Widowed,Craft-repair,Husband,Black,Male,25,24,66,United-States,<=50K
21,Private,328461,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Male,4237,14,78,United-States,>50K
45,Private,443194,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Male,92,46,56,United-States,<=50K
20,Private,288577,11th,7,Separated,Machine-op-inspct,Wife,White,Female,2627,105,28,Mexico,<=50K
26,Private,43282,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,4111,19,64,United-States,>50K
72,Without-pay,86519,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,206,25,71,Cuba,<=50K
33,Private,250346,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,Other,Female,1146,26,82,United-States,>50K
33,Without-pay,315722,Masters,14,Married-civ-spouse,Tech-support,Own-child,White,Female,6556,41,64,United-States,>50K
85,Private,140843,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,White,Male,3593,12,56,Mexico,>50K
50,Never-worked,118333,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,1345,86,41,United-States,>50K
22,Private,473423,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,Black,Female,2875,17,41,United-States,>50K
69,Private,165205,Some-college,10,Married-civ-spouse,Other-service,Unmarried,White,Male,3584,61,4,Mexico,>50K
82,Private,60317,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Wife,White,Female,855,35,57,United-States,>50K
59,Private,137878,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,4454,44,30,United-States,>50K
39,Private,118745,HS-grad,9,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Female,1271,9,88,Philippines,<=50K
71,Private,401374,11th,7,Never-married,Machine-op-inspct,Wife,White,Female,1500,66,84,United-States,<=50K
32,Local-gov,75950,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,16275,10,46,Philippines,>50K
24,Private,69612,10th,6,Married-civ-spouse,Exec-managerial,Wife,Black,Male,3706,6,56,United-States,>50K
20,Private,74873,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,898,39,31,United-States,<=50K
20,Private,254469,Assoc-voc,11,Never-married,Sales,Wife,White,Male,20,61,88,United-States,<=50K
72,Self-emp-not-inc,125792,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,1967,2,7,United-States,>50K
41,Private,227850,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,2434,3,90,United-States,>50K
83,Private,203074,Masters,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,2104,81,77,India,>50K
83,Private,455724,Assoc-voc,11,Married-civ-spouse,Craft-repair,Own-child,White,Female,6875,82,54,United-States,>50K
43,Private,179451,Masters,14,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,3975,14,8,United-States,>50K
48,Self-emp-not-inc,396958,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,1191,47,55,United-States,<=50K
66,Private,25231,Masters,14,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Female,129,29,69,United-States,<=50K
77,Private,359529,Masters,14,Married-civ-spouse,Craft-repair,Unmarried,White,Female,1292,50,44,United-States,<=50K
67,Self-emp-not-inc,51163,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Male,2337,99,13,United-States,>50K
35,Private,394024,Masters,14,Never-married,Handlers-cleaners,Own-child,White,Male,1871,4,93,United-States,<=50K
37,Private,434892,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Male,1544,75,20,United-States,>50K
21,Private,359736,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,1265,33,78,United-States,>50K
58,Never-worked,378708,HS-grad,9,Never-married,Handlers-cleaners,Husband,White,Male,695,41,32,United-States,<=50K
77,Private,264467,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,649,53,60,United-States,<=50K
38,Local-gov,488699,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,1387,127,50,United-States,<=50K
37,Private,65535,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,350,2,27,United-States,<=50K
86,Private,383096,Some-college,10,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,833,1,25,Puerto-Rico,>50K
17,Private,494792,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,783,9,52,Mexico,<=50K
21,Never-worked,187182,Some-college,10,Never-married,Tech-support,Own-child,White,Female,1769,215,68,United-States,>50K
28,Private,188050,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,138,62,21,United-States,<=50K
62,State-gov,231890,Assoc-voc,11,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,3540,47,18,Canada,>50K
50,Federal-gov,494953,11th,7,Divorced,Prof-specialty,Own-child,White,Female,1652,2,39,United-States,>50K
65,Private,213441,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2222,105,15,United-States,>50K
61,Private,407968,11th,7,Never-married,Machine-op-inspct,Not-in-family,Other,Female,2428,83,53,United-States,<=50K
43,Private,34507,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Male,689,54,38,United-States,<=50K
89,Private,488921,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,1271,20,48,United-States,>50K
42,State-gov,134225,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,6258,3,52,United-States,>50K
63,Without-pay,264295,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Male,2910,43,88,United-States,>50K
72,Private,120282,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,6983,63,72,United-States,>50K
79,Private,444711,Masters,14,Never-married,Other-service,Husband,White,Female,2742,4,28,Mexico,>50K
64,Local-gov,231538,HS-grad,9,Married-civ-spouse,Sales,Unmarried,White,Female,386,50,85,United-States,<=50K
77,Private,201958,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Female,133,16,16,United-States,<=50K
42,State-gov,342703,Some-college,10,Divorced,Exec-managerial,Husband,White,Female,1723,72,16,United-States,>50K
52,Private,10982,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,885,38,35,United-States,<=50K
17,Self-emp-not-inc,220913,HS-grad,9,Divorced,Other-service,Husband,White,Male,644,6,17,United-States,<=50K
24,Private,139128,HS-grad,9,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Female,3292,37,73,United-States,>50K
68,Private,419362,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,914,25,52,United-States,<=50K
63,Private,257105,11th,7,Never-married,Machine-op-inspct,Own-child,White,Female,762,9,93,United-States,<=50K
72,Private,195915,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,3794,92,82,United-States,>50K
30,Private,261762,11th,7,Divorced,Handlers-cleaners,Husband,White,Male,3745,0,12,United-States,>50K
44,Local-gov,86737,Some-college,10,Never-married,Prof-specialty,Husband,Other,Female,881,18,83,United-States,>50K
18,State-gov,92446,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,3573,0,48,United-States,>50K
42,Private,98567,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,3804,5,22,United-States,>50K
30,Private,295780,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1103,17,49,United-States,>50K
75,Private,354994,10th,6,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,137,2,52,United-States,<=50K
72,Private,430548,Bachelors,13,Divorced,Handlers-cleaners,Own-child,White,Male,3,45,79,United-States,<=50K
23,Private,192506,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,1481,4,1,United-States,<=50K
19,Private,93866,Bachelors,13,Divorced,Exec-managerial,Husband,White,Male,843,60,66,United-States,>50K
39,Private,202343,HS-grad,9,Divorced,Farming-fishing,Wife,White,Male,11708,2,64,Puerto-Rico,>50K
34,Private,72726,Prof-school,15,Never-married,Machine-op-inspct,Own-child,White,Female,2960,3,8,Puerto-Rico,>50K
54,Private,353045,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Male,2864,18,86,United-States,>50K
31,Private,151180,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,6213,113,25,United-States,>50K
80,Never-worked,78896,Bachelors,13,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Female,4373,51,66,United-States,>50K
